inspection_id,name,aka_name,facility_type,risk,address,city,state,zip,date,inspection_type,results,violations,latitude,longitude,location
2352487,SEAFOOD ON THE TABLES,SEAFOOD ON THE TABLES,Restaurant,Risk 1 (High),2965 N LINCOLN AVE ,CHICAGO,IL,60657,11/13/2019,Canvass,No Entry,,41.9358516200296,-87.66310796652628,"(-87.66310796652628, 41.9358516200296)"
2345569,BURGER KING #7623,BURGER KING #7623,Restaurant,Risk 2 (Medium),1701 W 95TH ST ,CHICAGO,IL,60643,11/14/2019,Short Form Complaint,Pass,,41.72107251262758,-87.6649389934608,"(-87.66493899346078, 41.72107251262758)"
2345562,LA SIRENA CLANDESTINA,LA SIRENA CLANDESTINA,Restaurant,Risk 1 (High),954 W FULTON MARKET ,CHICAGO,IL,60607,11/13/2019,Canvass,Pass,,41.886851115667795,-87.65203009995977,"(-87.65203009995976, 41.886851115667795)"
2345565,THAI LAGOON RESTAURANT,THAI LAGOON RESTAURANT,Restaurant,Risk 1 (High),2322 W NORTH AVE ,CHICAGO,IL,60647,11/13/2019,Canvass,Pass,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN UP PROCEDURE ON THE PREMISES FOR VOMIT AND DIARRHEAL EVENTS. MANAGEMENT INSTRUCTED TO PROVIDE A CLEAN UP PROCEDURE. PRIORITY FOUNDATION 7-38-005. CITATION ISSUED. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: FOUND WIPING CLOTHS NOT PROPERLY STORED WHEN NOT IN USE. INSTRUCTED TO STORE ALL WIPING CLOTHS IN SANITIZING SOLUTION WHEN NOT IN USE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND THE INTERIOR/EXTERIOR OF THE DEEP FRYERS AND COOKING EQUIPMENT WITH THICK GREASE, DIRT AND FOOD BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: FOUND THE TRASH RECEPTACLE IN THE WOMEN'S TOILET ROOM WITH NO LID/COVER. INSTRUCTED TO PROVIDE A TRASH RECEPTACLE WITH A LID/COVER. MAINTAIN SAME. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND THE WALLS AROUND THE SINK, COOLER, SHELVES AND COOKING EQUIPMENT WITH FOOD AND DIRT. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  -FLOORS IN THE CORNERS, UNDER/AROUND THE COOLERS/COOKING AND HEAVY EQUIPMENT WITH FOOD, DIRT AND DEBRIS BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS THROUGH OUT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND THE MOP NOT PROPERLY STORED WHEN NOT IN USE. INSTRUCTED TO STORE HANGING UP TO PROPERLY DRY WHEN NOT IN USE. MAINTAIN SAME. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED SEVERAL FOOD HANDLING EMPLOYEES WITHOUT A FOOD HANDLER CERTIFICATE. MUST SHOW PROOF OF TRAINING FOR ALL EMPLOYEES. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CERTIFIED FOOD MANAGERS WITHOUT PROOF OF ALLERGEN TRAINING. MUST SHOW PROOF OF TRAINING FOR ALL CERTIFIED FOOD MANAGERS.",41.91045086472163,-87.68577178122378,"(-87.68577178122376, 41.91045086472163)"
2345559,THE SATELLITE CAFE,THE SATELLITE CAFE,Restaurant,Risk 2 (Medium),942 W MONTROSE AVE ,CHICAGO,IL,60613,11/13/2019,Canvass,No Entry,,41.96189827581557,-87.65402861269251,"(-87.6540286126925, 41.961898275815564)"
2345545,THIRD RAIL TAVERN,THIRD RAIL TAVERN,Restaurant,Risk 1 (High),1133 W MADISON ST ,CHICAGO,IL,60607,11/13/2019,Canvass,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON OF IN CHARGE DURING TIME OF INSPECTION. MUST MEET REQUIREMENT. | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE DURING TIME OF INSPECTION WHILE PREPARING AND SERVING TIME TEMPERATURE CONTROL FOR  SAFETY FOODS (BURGERS,SLICED TOMATOES, COLESLAW,SOUP, CARAMELIZED ONIONS, ETC. INSTRUCTED TO PROVIDE AT LEAST ONE CERTIFIED FOOD MANAGER HOLDER WITH VALID ORIGINAL CERTIFICATE POSTED ON SITE AT ALL TIMES AS REQUIRED. PRIORITY FOUNDATION VIOLATION. 7-38-012. CITATION ISSUED. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO SIGNED EMPLOYEE HEALTH POLICIES ON SITE FOR REVIEW DURING TIME OF INSPECTION FOR ALL FOOD AND CONDITIONAL EMPLOYEES. INSTRUCTED TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION. 7-38-010. NO CITATION ISSUED.  | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO WRITTEN CLEAN UP PROCEDURE AND ALL OF THE  NECCESARY ITEMS OUTLINED IN POLICY ON SITE FOR RESPONDING TO VOMIT AND DIAARHEAL EVENTS THAT CAN OCCUR IN THE FOOD ESTABLISHMENT. PRIORITY FOUNDATION VIOLATION. 7-38-005. NO CITATION ISSUED.  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND SOAP AVAILABLE AT HAND-SINK IN BAR AREA DURING TIME OF INSPECTION. INSTRUCTED TO PROVIDE HAND SOAP AT ALL TIMES FOR PROPER HAND WASHING.PRIORITY FOUNDATION VIOLATION. 7-38-030 (C). CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED ICE MACHINE LOCATED IN BASEMENT STORAGE AREA WITH BLACK AND PINK SLIMY SUBSTANCE BUILD UP ON THE INTERIOR PANEL OF ICE-MACHINE AND DRIPPING ON ICE USED FOR HUMAN CONSUMPTION. MUST REMOVE BUILDUP, CLEAN AND MAINTAIN. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED.  | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED VARIOUS TCS FOODS (COLESLAW, HUMMUS, VARIOUS INDIVIDUALLY WRAPPED DELI MEAT, SALSAS, MARINATED CHICKEN, ETC) STORED IN REFRIGERATION UNITS IN PREP AND WALK IN COOLER IN BASEMENT WITHOUT LABELS. INSTRUCTED TO PROVIDE DISCARD OR USE BY DATES ( NOT TO EXCEED 7 DAYS ) ON  READY TO EAT FOOD ITEMS PREPARED ON SITE AND HELD FOR MORE THAN 24 HOURS. PRIORITY FOUNDATION VIOLATION. 7-38-005. NO CITATION ISSUED.   | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO CHEMICAL TEST STRIP KIT ON SITE DURING TIME OF INSPECTION FOR CHECKING THE SANITIZING CONCENTRATION AT 3 COMPARTMENT SINK LOCATED IN PREP AREA. MUST PROVIDE CORRECT CHEMICAL TEST STRIPS TO MATCH SANITIZING SOLUTION  PROVIDED. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED MISSING AND BURNED OUT AND OR MISSING  LIGHT BULBS IN BASEMENT STORAGE AREA. INSTRUCTED TO PROVIDE AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING COMPLETION CERTIFICATE ON SITE FOR CITY OF CHICAGO CERTIFIED FOOD MANAGER CERTIFICATE HOLDER. MUST MEET REQUIREMENT.  | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: OBSERVED NO COMPLIANCE SUMMARY REPORT POSTED ON SITE FOR PUBLIC VIEW AS REQUIRED FROM PREVIOUS INSPECTION ON MAY 8, 2018, REPORT #2169336. INSTRUCTED TO MEET REQUIREMENT.PRIORITY FOUNDATION VIOLATION. 7-42-010(B). CITATION ISSUED.",41.88153435491253,-87.65565021660242,"(-87.65565021660242, 41.88153435491253)"
2345523,BLUE FIN JAPANESE RESTAURANT,BLUE FIN JAPANESE RESTAURANT,Restaurant,Risk 1 (High),1952 W NORTH AVE ,CHICAGO,IL,60622,11/13/2019,Canvass,No Entry,,41.91059895659309,-87.67722751260462,"(-87.67722751260462, 41.91059895659309)"
2345494,"PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.","PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.",Daycare Combo 1586,Risk 1 (High),624 - 626 E 47TH ST ,CHICAGO,IL,60653,11/13/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON PREMISES AS REQUIRED; MUST PROVIDE.  INSTRUCTED THE PERSON IN CHARGE TO PROVIDE DOCUMENTATION OF EMPLOYEES RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISSIBLE THROUGH FOOD.  PRIORITY FOUNDATION VIOLATION 7-38-010. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: A SMALL HOLE WAS OBSERVED IN THE FLOOR OF THE JANITORS CLOSET BEHIND THE PIPE CONNECTED TO THE HOT WATER TANK; SEAL HOLE IN FLOOR.  A SMALL HOLE WAS OBSERVED IN THE WALL ALONG THE WALL BASE IN THE ORANGE ROOM SEAL OPENING ALONG WALL BASE BETWEEN THE FLOOR AND THE WALL.",41.809588233119534,-87.61036179915281,"(-87.61036179915281, 41.809588233119534)"
2345495,AMAZON GO,AMAZON GO,Grocery Store,Risk 3 (Low),222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654,11/13/2019,License,Pass,,41.8880742810662,-87.6349552029274,"(-87.63495520292739, 41.8880742810662)"
2345480,CARNIVAL GROCERY STORE,CARNIVAL GROCERY STORE,Grocery Store,Risk 1 (High),458 W DICKENS AVE ,CHICAGO,IL,60614,11/13/2019,Canvass Re-Inspection,Pass,,41.92022010567366,-87.64124292121636,"(-87.64124292121636, 41.92022010567366)"
2345476,GILCHRIST-MARCHMAN CHILD DEVELOPMENT CENTER,GILCHRIST-MARCHMAN CHILD DEVELOPMENT CENTER,Daycare Above and Under 2 Years,Risk 1 (High),1312 S RACINE AVE ,CHICAGO,IL,60608,11/13/2019,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE #10 CAN OPENER NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE.",41.864858733994325,-87.65676659479098,"(-87.65676659479097, 41.86485873399433)"
2345469,Zoku Sushi,Zoku Sushi,Restaurant,Risk 1 (High),1616 N KEDZIE AVE ,CHICAGO,IL,60647,11/12/2019,Canvass,No Entry,,41.910651483924326,-87.7069351592786,"(-87.70693515927859, 41.910651483924326)"
2345465,"EVA'S COFFEE, INC.","EVA'S COFFEE, INC.",Restaurant,Risk 2 (Medium),1447 N SEDGWICK ST ,CHICAGO,IL,60610,11/12/2019,Canvass,Out of Business,,41.90885672611968,-87.63837516274899,"(-87.63837516274899, 41.90885672611968)"
2345468,STARBUCKS,STARBUCKS,Restaurant,Risk 2 (Medium),5700 S DREXEL AVE ,CHICAGO,IL,60637,11/12/2019,Short Form Complaint,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OVER 30 MICE DROPPINGS AT BOTTOM COUNTER CABINET (INSIDE), BEHIND CUSTOMER SERVICE COUNTER. MUST REMOVE CLEAN/SANITIZE AFFECTED AREAS. PRIORITY FOUNDATION VIOLATION 7-38-020(A).",41.79127248085304,-87.60388726366043,"(-87.60388726366043, 41.79127248085304)"
2345448,JOE'S PIZZA INC,JOE'S PIZZA INC,Restaurant,Risk 1 (High),5747 W HIGGINS AVE ,CHICAGO,IL,60630,11/12/2019,Canvass,No Entry,,41.97150246368781,-87.77238727302219,"(-87.77238727302218, 41.97150246368781)"
2345452,WASABI,WASABI,Restaurant,Risk 1 (High),2115 N MILWAUKEE AVE ,CHICAGO,IL,60647,11/12/2019,Canvass,No Entry,,41.919740582610785,-87.69194758444401,"(-87.69194758444402, 41.91974058261078)"
2255215,BEST INTENTIONS,BEST INTENTIONS,Restaurant,Risk 1 (High),3281 W ARMITAGE AVE ,CHICAGO,IL,60647,11/12/2019,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THE UNISEX TOILET ROOM RECEPTACLE WITHOUT COVER, INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSTHE CEILING LIGHT SHIELDS IN THE KITCHEN PREP AREA NOT CLEAN, INSTRUCTED TO CLEAN. ",41.91725149573076,-87.7102061279727,"(-87.71020612797271, 41.91725149573076)"
2345430,SMART CHILD PRESCHOOL,SMART CHILD PRESCHOOL,15 monts to 5 years old,Risk 1 (High),5100 W FOSTER AVE ,CHICAGO,IL,60630,11/12/2019,Canvass,Out of Business,,41.975354698580844,-87.75534848899322,"(-87.75534848899323, 41.97535469858084)"
2345414,SMART CHILD PRESCHOOL,SMART CHILD PRESCHOOL,15 monts to 5 years old,Risk 1 (High),5100 W FOSTER AVE ,CHICAGO,IL,60630,11/12/2019,Canvass Re-Inspection,Pass,,41.975354698580844,-87.75534848899322,"(-87.75534848899323, 41.97535469858084)"
2345416,SOUTH LOOP MARKET,SOUTH LOOP MARKET,Grocery Store,Risk 1 (High),8 E 9TH ST ,CHICAGO,IL,60605,11/12/2019,Canvass,Pass,,41.87063499080215,-87.62727753012125,"(-87.62727753012125, 41.87063499080216)"
2345388,PAULETTES MARKET,PAULETTES MARKET,Restaurant,Risk 3 (Low),433 W VAN BUREN ST ,CHICAGO,IL,60607,11/08/2019,License,Pass,,41.8766674323542,-87.63917766411434,"(-87.63917766411434, 41.876667432354196)"
2345389,MIDWEST,MIDWEST,GAS STATION/CONVENIENCE STORE,Risk 2 (Medium),7050 S DAMEN AVE ,CHICAGO,IL,60636,11/08/2019,Canvass Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED BOXES OF CANDY, RED BULL, AND MISCELLANEOUS OVER STOCK STORED ON THE FLOOR IN THE FRONT SERVICE AREA. INSTRUCTED TO PROPERLY STORE 6 INCHES OR MORE OFF THE FLOOR AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK UNDER THE 3 COMPARTMENT SINK FROM THE DRAINAGE PIPE. INSTRUCTED TO REPAIR AND MAINTAIN  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A HOLE IN THE WALL AND MISSING COVE BASE IN THE CUSTOMER TOILET ROOM. INSTRUCTED TO REPAIR AND MAINTAIN | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED THE VENT IN THE CUSTOMER TOILET ROOM NOT WORKING. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN",41.76510261000395,-87.67368736760571,"(-87.6736873676057, 41.76510261000395)"
2345382,AU BON PAIN,AU BON PAIN,Restaurant,Risk 1 (High),200 W ADAMS ST ,CHICAGO,IL,60606,11/08/2019,Canvass,Out of Business,,41.87949547248324,-87.63382966060513,"(-87.63382966060512, 41.879495472483235)"
2345368,"GOLDEN HOOK FISH, CHICKEN","GOLDEN HOOK FISH, CHICKEN",Restaurant,Risk 2 (Medium),5215 W CHICAGO AVE BLDG E2,CHICAGO,IL,60651,11/08/2019,Complaint Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  OBSERVED THE RUBBER GASKET AROUND THE INTERIOR OF THE PREP COOLER DOOR IN POOR REPAIR. MUST REPAIR AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED MANAGER THE INTERIOR OF ALL COOLERS AND FREEZER STILL NEED A LITTLE MORE CLEANING. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED THE FILTERS AND HOOD ABOVE THE COOKING EQUIPMENT VERY DIRTY. MUST DETAIL CLEAN AND MAINTAIN",41.89481469929343,-87.75630215901684,"(-87.75630215901684, 41.89481469929343)"
2345357,KRISPY SEAFOOD & CHICKEN,KRISPY SEAFOOD & CHICKEN,Restaurant,Risk 2 (Medium),6237 S HALSTED ST ,CHICAGO,IL,60621,11/08/2019,Canvass,Out of Business,,41.780331089294336,-87.6446543895969,"(-87.6446543895969, 41.780331089294336)"
2345354,SHARK'S FISH & CHICKEN,SHARK'S FISH & CHICKEN,Restaurant,Risk 2 (Medium),6237 S HALSTED ST ,CHICAGO,IL,60621,11/08/2019,License,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO BACK FLOW PREVENTION DEVICE ON THE UTILITY SINK. INSTRUCTED TO PROVIDE AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER STAINED CEILING TILES IN THE REAR DISH WASHING/PREP AREA AND THE CUSTOMER AREA. INSTRUCTED TO REPLACE AND MAINTAIN | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO FOOD HANDLER TRAINING CERTIFICATES ON SITE FOR FOOD HANDLERS. INSTRUCTED TO PROVIDE AND MAINTAIN",41.780331089294336,-87.6446543895969,"(-87.6446543895969, 41.780331089294336)"
2345332,DISCOUNT MEAT COMPANY,DISCOUNT MEAT COMPANY,Grocery Store,Risk 2 (Medium),339   -00341 W 79TH ST ,CHICAGO,IL,60620,11/08/2019,Short Form Complaint,Pass,,41.750687440477684,-87.63338092920428,"(-87.63338092920426, 41.750687440477684)"
2345329,Subway,Subway,Restaurant,Risk 1 (High),1406 W 18th ST ,CHICAGO,IL,60608,11/08/2019,Complaint,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED THE UNISEX RESTROOM TRASH RECEPTACLE WITHOUT COVER, INSTRUCTED TO PROVIDE COVER.",41.85798053852561,-87.66161007814215,"(-87.66161007814216, 41.85798053852561)"
2345319,GOPUFF,GOPUFF,Grocery Store,Risk 3 (Low),1801 W WARNER AVE ,CHICAGO,IL,60613,11/08/2019,License Re-Inspection,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  OBSERVED CEILING WASTE WATER AND RADIATOR PIPING OVER DRY FOOD STORAGE SHELVING IN THE REAR STORAGE ROOMS. MUST ENCASE LINES TO INTERCEPT POTENTIAL DRIPS OR REMOVE FOOD STORAGE SHELVES FROM UNDER LINES. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments:  NO BACK FLOW PREVENTION DEVICE LOCATED ON THE UTILITY MOP SINK. MUST PROVIDE.",41.956845683288854,-87.67439466946578,"(-87.6743946694658, 41.956845683288854)"
2345321,GOPUFF,GOPUFF,Grocery Store,Risk 3 (Low),1801 W WARNER AVE ,CHICAGO,IL,60613,11/08/2019,License Re-Inspection,Pass,,41.956845683288854,-87.67439466946578,"(-87.6743946694658, 41.956845683288854)"
2345292,BLIND BARBER,BLIND BARBER,Restaurant,Risk 1 (High),948 W FULTON MARKET ,CHICAGO,IL,60607,11/07/2019,Canvass,No Entry,,41.88685479208093,-87.6517677496529,"(-87.6517677496529, 41.886854792080925)"
2345283,AHA CREPE,AHA CREPE,Restaurant,Risk 1 (High),2435 N CLARK ST ,CHICAGO,IL,60614,11/07/2019,Canvass,Out of Business,,41.92658247680538,-87.64092459877232,"(-87.64092459877232, 41.92658247680538)"
2345289,STAR KITCHEN,STAR KITCHEN,Restaurant,Risk 1 (High),335 W 31ST ST ,CHICAGO,IL,60616,11/07/2019,License,Pass,,41.838076892089575,-87.63543911088024,"(-87.63543911088024, 41.83807689208957)"
2345290,STAR KITCHEN,STAR KITCHEN,Restaurant,Risk 1 (High),335 W 31ST ST ,CHICAGO,IL,60616,11/07/2019,Canvass,Out of Business,,41.838076892089575,-87.63543911088024,"(-87.63543911088024, 41.83807689208957)"
2345286,THE KEDZIE INN LLC,THE KEDZIE INN,Restaurant,Risk 1 (High),4100-4102 N KEDZIE AVE ,CHICAGO,IL,60618,11/07/2019,Canvass,No Entry,,41.95577996787758,-87.70821671213818,"(-87.70821671213817, 41.95577996787758)"
2345279,MEZZA GRILLED WRAPS AND PITAS INC,MEZZA GRILLED WRAPS AND PITAS INC,Restaurant,Risk 1 (High),520 N MICHIGAN AVE ,CHICAGO,IL,60611,11/07/2019,Canvass,Out of Business,,41.89168851736832,-87.6243071781258,"(-87.62430717812579, 41.89168851736832)"
2345260,SEE THRU CHINESE KITCHEN #13,SEE THRU CHINESE KITCHEN #13,Restaurant,Risk 1 (High),1610 W 59TH ST ,CHICAGO,IL,60636,11/07/2019,Canvass Re-Inspection,Pass,,41.78684859598614,-87.66489347191944,"(-87.66489347191944, 41.78684859598614)"
2345268,FON FON CHINESE CUSINE,FON FON CHINESE CUSINE,Restaurant,Risk 1 (High),8253 S KEDZIE AVE ,CHICAGO,IL,60652,11/07/2019,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED CONTAINER OF BEAN SPROUTS STORED ON FLOOR IN PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED SOILED WIPING CLOTHS STORED ON PREP TABLES. INSTRUCTED MANAGER TO STORE WIPING CLOTHS IN SANITIZING SOLUTION BETWEEN USES.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS ON PREP TABLES AND BULK CONTAINERS. INSTRUCTED MANAGER TO CLEAN AND SANITIZE ALL FOOD AND NON-FOOD CONTACT SURFACES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS INSIDE LIGHT SHIELDS IN PREP AREA. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.74276006794742,-87.70205802371207,"(-87.70205802371206, 41.74276006794742)"
2345258,CHIYA CHAI CAFE,CHIYA CHAI CAFE,Restaurant,Risk 1 (High),2770 N MILWAUKEE AVE ,CHICAGO,IL,60647,11/07/2019,Canvass,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED PROCEDURES FOR CLEANING UP VOMIT AND DIARRHEA, BUT IS MISSING SOME NECESSARY ITEMS AND A DISINFECTANT RATED FOR NOROVIRUS, INSTRUCTED TO PROVIDE PRIORITY FOUNDATION 7-38-005, NO CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FRONT FLOOR DRAIN COVER MISSING, INSTRUCTED TO REPLACE MISSING FLOOR DRAIN COVER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE CEILING VENT OVER THE MOP SINK DUSTY/NOT CLEAN, INSTRUCTED TO CLEAN REMOVE THE DUST.",41.93144884388018,-87.71154708820332,"(-87.71154708820332, 41.93144884388019)"
2345244,OSITO'S TAP,OSITO'S TAP,Restaurant,Risk 1 (High),2553 S RIDGEWAY AVE ,CHICAGO,IL,60623,11/07/2019,License Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: RAW BRICK WALLS WITH GAPS AND HOLES AT BAR AREA. INSTD TO SEAL SO AS TO BE A SMOOTH, NON POROUS, EVEN, EASILY CLEANABLE SURFACE.",41.84459718759861,-87.71831255053898,"(-87.71831255053898, 41.84459718759861)"
2345239,"SAORY RESTAURANT, INC","SAORY RESTAURANT, INC",Restaurant,Risk 1 (High),2700 S TRUMBULL AVE ,CHICAGO,IL,60623,11/07/2019,Canvass,Out of Business,,41.84251234796448,-87.71122481384815,"(-87.71122481384815, 41.84251234796448)"
